Kód,Název,kampaně,Výrobce,Kód dodavatele,Sekce,Anotace,Popis,Parametry,Fotografie,Sazba DPH,cena bez DPH [Kč],cena s DPH [Kč],sleva [%],cena pro slevu,cena po slevě bez DPH [Kč],cena po slevě s DPH [Kč],skladem [ks],Dostupnost,záruka [měs.],Zobrazovat ve srovnávačích,cena za proklik [Kč],Kód EAN,Počet prodaných kusů,ID produktu,SEO Titulek,SEO Popis,Přílohy,Hmotnost,Šířka,Výška,Hloubka,Datum vytvoření,Viditelné - produkt,Viditelné - varianta,Varianta: Odstín BB,Varianta: Odstín tužka,Varianta: Odstín rtěnka 80408,Varianta: Odstín rtěnka 80409,Varianta: Dětský kartáček,Varianta: Kartáček ProDental,Varianta: Tužka na oči a obočí,Varianta: Rtěnka Cushion,Varianta: Tonální přípravek Cushion,Varianta: Tužka na obočí,Varianta: Ovocný balzám na rty,Varianta: Odstín pudru,Varianta: Počet kusů,Parametr: Akce,Parametr: Maximální koupitelný počet,Parametr: Min Limit,Parametr: Poměr základní,Parametr: Poměr ND,Parametr: Poměr D,Parametr: Typ vlasů,Parametr: Typ pleti,Parametr: Typ vložek,Parametr: Použití krému,Parametr: Vady pleti,Parametr: Objem,Parametr: Kusy,Parametr: Aktivní složky,Parametr: Neposílat do GEIS,Parametr: Emailový kurz,Parametr: Reálná hmotnost,Parametr: Pořadí v novinkách,Parametr: Doporučený věk,Parametr: Rádce s péčí o pleť,Parametr: Produktová řada,Parametr: Min Limit SK,Fotografie 1,Fotografie 2,Fotografie 3,Fotografie 4,Fotografie 5,Fotografie 6
61905,Denní vložky s použitím bylin „Nefritová svěžest“,,,,Zdraví,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Obsahují přírodní bylinné extrakty. Bezpečně blokují a odstraňují zápach. Darují pocit svěžesti a pohodlí.  </p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Doporučeno pro každodenní použití.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Množství: 20 ks</span></p>
</div>","<div>TianDe vložky z produktové řady ""Nefritová svěžest"" nabídnou ženám úlevu během náročného období menstruace. Obsahují <strong>výtažky z aloe vera, které působí <strong>příznivě </strong>na pokožku, a dodají vám pocit svěžesti a pohodlí</strong>. Díky jejich vysoké savosti a propracovaném tvaru se na ně můžete spolehnout po celý den.   </div>",,21,"115,04","139,20",0,"97,784","115,0413","139,2",0,,,Y,,,,140,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
61909,Denní vložky byliny a mentol „Nefritová svěžest“,,,,Zdraví,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Obsahují přírodní bylinné extrakty. Eliminují zápach. Darují pocit svěžesti a pohodlí.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Doporučeno pro každodenní použití.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Množství: 20 ks</span></p>
</div>","<div>TianDe vložky z produktové řady ""Nefritová svěžest"" nabídnou ženám úlevu během náročného období menstruace. Obsahují <strong>výtažky z aloe vera, které působí <strong>příznivě </strong>na pokožku, a dodají vám pocit svěžesti a pohodlí</strong>. Díky jejich vysoké savosti a propracovaném tvaru se na ně můžete spolehnout po celý den.   </div>",,21,"101,82","123,20",0,"86,547","101,8182","123,2",0,,,Y,,,,141,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
61911,Denní vložky s extraktem aloe Nefritová svěžest,WMS,,,Zdraví,Spolehlivá ochrana a pocit komfortu. Obsahují přírodní bylinné extrakty . Eliminují zápach. Darují pocit svěžesti a komfortu.,<div><strong>Spolehlivá ochrana a pocit komfortu. Obsahují přírodní bylinné extrakty. Eliminují zápach. Darují pocit svěžesti a komfortu.</strong></div>,,,21,"133,06","161,00",0,"133,0579","133,0579",161,2003,,,Y,,6921336301057,22710,142,,,,"0,048",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,20,,,,,,denní (intimky),,,,20,"Aloe,Máta peprná,Zelený čaj",,,,,,,Nefritová svěžest,20,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2280.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2281.jpeg,,,,
120105,Zázvorový nápoj,WMS,,,Zdraví,"V sychravém období je zázvorový nápoj, který obsahuje oddenek zázvoru, vhodným teplým nápojem pro prohřátí organismu.",,,,12,"49,11","55,00",0,"39,2857","49,1071",55,1934,,,Y,,6921876800027,2213,143,,,,"0,02",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,20,,,,,,,,,,1,"Hnědý cukr,Zázvor",,,,,,,,20,https://www.kralovstvi-tiande.cz/data/photos/2023/10/p300.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/10/p301.jpeg,,,,
41314/05,Náplast na nohy,WMS,,,Zdraví,"Tajemství lehkosti. Komponenty obsažené v složení náplasti mají přirozené absorpční schopnosti a silný antioxidační účinek. Zlepšují prokrvení pokožky, odstraňují toxiny. To pomáhá zmírnit únavu a svalové napětí, přispívá ke zlepšení spánku a zvýšení celkového tonusu organizmu.","<p><strong>Myslete na své zdraví a pomozte tělu zbavit se nežádoucích látek. <strong id=""docs-internal-guid-190ccf25-7fff-fcb6-c000-9b8be582a5c8"">Toxiny jsou látky, které mají nepříznivý vliv na zdraví našeho organismu. Do těla se nám dostávají z vnějšího prostředí, nezdravým životním stylem a v některých případech si toxické látky vytváří dokonce tělo samo. Například při dlouhodobém stresu a psychických obtížích organismus vytváří psychotoxin. Mezi vnější toxiny můžeme zařadit některé přídatné látky v potravinách, jako třeba umělé konzervanty, tabák, alkohol, zplodiny z průmyslové výroby i z aut. Proto je třeba podporovat svoje tělo v detoxikačních procesech, aby se nežádoucích látek lehce zbavovalo.</strong></strong></p>

<p dir=""ltr""> </p>",,,21,"574,38","695,00",0,"114,876","574,3802",695,519,,,Y,,2489577859651,46331,144,,,,"0,024",,,,01/01/2023,Y,Y,,,,,,,,,,,,,5ks,,,100,,,,,,,,,,2,"Bambus,Fazole adzuki,Chitin,Pomeranč hořký,Semena buku lesního",,,,,,,Master Herb,100,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2383.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2384.jpeg,,,,
41314/01,Náplast na nohy,WMS,,,Zdraví,"Tajemství lehkosti. Komponenty obsažené v složení náplasti mají přirozené absorpční schopnosti a silný antioxidační účinek. Zlepšují prokrvení pokožky, odstraňují toxiny. To pomáhá zmírnit únavu a svalové napětí, přispívá ke zlepšení spánku a zvýšení celkového tonusu organizmu.","<p><strong>Myslete na své zdraví a pomozte tělu zbavit se nežádoucích látek. <strong id=""docs-internal-guid-190ccf25-7fff-fcb6-c000-9b8be582a5c8"">Toxiny jsou látky, které mají nepříznivý vliv na zdraví našeho organismu. Do těla se nám dostávají z vnějšího prostředí, nezdravým životním stylem a v některých případech si toxické látky vytváří dokonce tělo samo. Například při dlouhodobém stresu a psychických obtížích organismus vytváří psychotoxin. Mezi vnější toxiny můžeme zařadit některé přídatné látky v potravinách, jako třeba umělé konzervanty, tabák, alkohol, zplodiny z průmyslové výroby i z aut. Proto je třeba podporovat svoje tělo v detoxikačních procesech, aby se nežádoucích látek lehce zbavovalo.</strong></strong></p>

<p dir=""ltr""> </p>",,,21,"114,88","139,00",0,"114,876","114,876",139,7557,,,Y,,111111,46331,144,,,,"0,024",,,,01/01/2023,Y,Y,,,,,,,,,,,,,1ks,,,100,,,,,,,,,,2,"Bambus,Fazole adzuki,Chitin,Pomeranč hořký,Semena buku lesního",,,,,,,Master Herb,100,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2383.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2384.jpeg,,,,
41314/10,Náplast na nohy,WMS,,,Zdraví,"Tajemství lehkosti. Komponenty obsažené v složení náplasti mají přirozené absorpční schopnosti a silný antioxidační účinek. Zlepšují prokrvení pokožky, odstraňují toxiny. To pomáhá zmírnit únavu a svalové napětí, přispívá ke zlepšení spánku a zvýšení celkového tonusu organizmu.","<p><strong>Myslete na své zdraví a pomozte tělu zbavit se nežádoucích látek. <strong id=""docs-internal-guid-190ccf25-7fff-fcb6-c000-9b8be582a5c8"">Toxiny jsou látky, které mají nepříznivý vliv na zdraví našeho organismu. Do těla se nám dostávají z vnějšího prostředí, nezdravým životním stylem a v některých případech si toxické látky vytváří dokonce tělo samo. Například při dlouhodobém stresu a psychických obtížích organismus vytváří psychotoxin. Mezi vnější toxiny můžeme zařadit některé přídatné látky v potravinách, jako třeba umělé konzervanty, tabák, alkohol, zplodiny z průmyslové výroby i z aut. Proto je třeba podporovat svoje tělo v detoxikačních procesech, aby se nežádoucích látek lehce zbavovalo.</strong></strong></p>

<p dir=""ltr""> </p>",,,21,"1148,76","1390,00",0,"114,876","1148,7603",1390,229,,,Y,,2487596584785,46331,144,,,,"0,024",,,,01/01/2023,Y,Y,,,,,,,,,,,,,10ks,,,100,,,,,,,,,,2,"Bambus,Fazole adzuki,Chitin,Pomeranč hořký,Semena buku lesního",,,,,,,Master Herb,100,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2383.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2384.jpeg,,,,
144301,Turmalínové koule na praní,,,,,,"<div><strong>Revoluční technologie praní</strong></div>

<div><strong> </strong></div>

<div>Prostředek pro ekologické a ekonomické praní barevného prádla. Díky absenci agresivních chemických látek jsou eko-koule <strong>s turmalínem</strong> zcela <strong>neškodné pro zdraví člověka a životní prostředí</strong>. Nahrazují nejen prací prášky a tekuté prací prostředky, ale i aviváž. Předpokládaná životnost ekosfér - 400 pracích cyklů. Nákupem eko-koulí sponzorujete výsadbu jednoho jehličnanu v rámci v charitativní akce „Les tianDe“.</div>",,,21,"899,17","1088,00",0,"629,4215","899,1736",1088,0,,,Y,,,,145,,,,0,,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,10,0,0,0,,,,,,"0,0,0","2,2,2,2,2,2,2,2,2",,0,0,582,,,,,10,,,,,,
144303,Mycí prostředek na nádobí na základě mýdlového ořechu,,,,,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Přírodní a bezpečný mycí přípravek. Účinně odstraňuje nečistoty různého původu, dokonce i ve studené vodě. Oplachuje se z nádobí snadno a beze zbytku. Jeho základem je saponin - přírodní pěnidlo, které je obsaženo ve skořápce mýdlového ořechu. Je plně rozložitelný v okolním prostředí a nevytváří alkalickou reakci. Mydlové ořechy nejen že nepoškozují lidské zdraví, ale dokonce naopak mají změkčující a protizánětlivý účinek na pokožku rukou.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Kápněte 1-2 kapky přípravku na vlhkou houbou, otřete houbou nádobí a pak ho opláchněte pod tekoucí vodou. Nebo rozpusťte 1 lžičku na 5 litrů vody, umyjte nádobí, opláchněte.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Objem: 500 ml</span></p>
</div>",,,21,"302,48","366,00",0,"302,48","302,4793",366,0,,,Y,,,,146,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,20,,,,,,,,,,,,,,,,,,,20,,,,,,
100651,Magnetický fotorámeček Ekosféra,,,,,,"<p>Magnetický fotorámeček ""Ekosféra"" obsahuje magnet (92,5 x 59 mm) a dva fotorámečky (178 x 144 mm a 134 x 100 mm), které se dají snadno upevnit na lednici nebo jiný kovový povrch. S jeho pomoci si můžete vystavit fotografie svých blízkých, různé pokyny a poznámky pohodlně a na dobře viditelné místo. Magnetický fotorámeček se může stát užitečným a jedinečným dárkem pro každého, kdo se zajímá o současnou ekologickou situaci. Finanční prostředky z prodeje budou použity pro obnovu lesů v rámci ekologického projektu tianDe.</p>",,,21,"95,37","115,40",0,"95,37","95,3719","115,4",0,,,Y,,,,147,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,"1,1,1",,,,,,,,,,,,,,,,,,,"1,1,1",,,,,,
